,Unnamed: 0,ISBN,Image,Link,Name,Genre,Book-Title,Book-Author,Year-Of-Publication,Publisher_y,Image-URL-S,Image-URL-M,Image-URL-L
2191,2191,051748904X,051748904X.jpg,http://ecx.images-amazon.com/images/I/51zwfOyE0uL.jpg,"A Treasury of Irish Myth, Legend & Folklore (Fairy and Folk Tales of the Irish Peasantry / Cuchulain of Muirthemne)",Literature & Fiction,"A Treasury of Irish Myth, Legend, and Folklore",Claire Booss,1986,Gramercy Books,http://images.amazon.com/images/P/051748904X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/051748904X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/051748904X.01.LZZZZZZZ.jpg
2192,2192,316341517,0316341517.jpg,http://ecx.images-amazon.com/images/I/41lQv9wl0ZL.jpg,Mythology,Literature & Fiction,Mythology,Edith Hamilton,1998,Back Bay Books,http://images.amazon.com/images/P/0316341517.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316341517.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316341517.01.LZZZZZZZ.jpg
2193,2193,919123058,0919123058.jpg,http://ecx.images-amazon.com/images/I/71EQSMMXY6L.gif,Descent to the Goddess: A Way of Initiation for Women,Literature & Fiction,Descent to the Goddess (Studies in Jungian Psychology),Perera,1981,Inner City Books,http://images.amazon.com/images/P/0919123058.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0919123058.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0919123058.01.LZZZZZZZ.jpg
2194,2194,385422768,0385422768.jpg,http://ecx.images-amazon.com/images/I/511DJUEO0JL.jpg,Foxfire 10,Literature & Fiction,"Foxfire 10 (Foxfire (Paper), No 10)",GEORGE P. REYNOLDS,1993,Anchor,http://images.amazon.com/images/P/0385422768.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385422768.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385422768.01.LZZZZZZZ.jpg
2195,2195,520215990,0520215990.jpg,http://ecx.images-amazon.com/images/I/41JH24DTPAL.jpg,"In Search of the Trojan War, Updated edition",Literature & Fiction,In Search of the Trojan War,Michael Wood,1998,University of California Press,http://images.amazon.com/images/P/0520215990.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0520215990.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0520215990.01.LZZZZZZZ.jpg
2196,2196,62510630,0062510630.jpg,http://ecx.images-amazon.com/images/I/61Hzu3Etl9L.jpg,Earth Medicine: Ancestor's Ways of Harmony for Many Moons,Literature & Fiction,Earth Medicine: Ancestor's Ways of Harmony for Many Moons,Jamie Sams,1994,HarperSanFrancisco,http://images.amazon.com/images/P/0062510630.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0062510630.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0062510630.01.LZZZZZZZ.jpg
2197,2197,28633784,0028633784.jpg,http://ecx.images-amazon.com/images/I/51JrajxJVzL.jpg,The Complete Idiot's Guide to American Literature,Literature & Fiction,The Complete Idiot's Guide to American Literature,Laurie Rozakis,1999,Alpha Books,http://images.amazon.com/images/P/0028633784.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0028633784.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0028633784.01.LZZZZZZZ.jpg
2198,2198,738705411,0738705411.jpg,http://ecx.images-amazon.com/images/I/51-XQ4gycVL.jpg,The Way of Four: Create Elemental Balance in Your Life,Literature & Fiction,The Way of Four: Create Elemental Balance in Your Life,Deborah Lipp,2004,Llewellyn Publications,http://images.amazon.com/images/P/0738705411.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0738705411.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0738705411.01.LZZZZZZZ.jpg
2199,2199,380752867,0380752867.jpg,http://ecx.images-amazon.com/images/I/516bsrF%2BFoL.jpg,And Eternity (Book Seven of Incarnations of Immortality),Literature & Fiction,And Eternity (Incarnations of Immortality (Paperback)),Piers Anthony,1991,Eos,http://images.amazon.com/images/P/0380752867.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380752867.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380752867.01.LZZZZZZZ.jpg
2200,2200,486241742,0486241742.jpg,http://ecx.images-amazon.com/images/I/61ZoKj1n0RL.jpg,"Treasury of Fantastic and Mythological Creatures: 1,087 Renderings from Historic Sources (Dover Pictorial Archive)",Literature & Fiction,Treasury of Fantastic and Mythological Creatures: 1087 Renderings from Historic Sources (Dover Pictorial Archives),Richard Huber,1981,Dover Publications,http://images.amazon.com/images/P/0486241742.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0486241742.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0486241742.01.LZZZZZZZ.jpg
2201,2201,806511605,0806511605.jpg,http://ecx.images-amazon.com/images/I/41rXkU41HpL.jpg,Fairy-Faith in Celtic Countries (Library of the Mystic Arts),Literature & Fiction,Fairy-Faith in Celtic Countries (Library of the Mystic Arts),W. Y. Evans-Wentz,1990,Citadel Press,http://images.amazon.com/images/P/0806511605.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0806511605.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0806511605.01.LZZZZZZZ.jpg
2202,2202,394404289,0394404289.jpg,http://ecx.images-amazon.com/images/I/41pvwwHajfL.jpg,The Prophet (A Borzoi Book),Literature & Fiction,The Prophet,Kahlil Gibran,1973,Alfred A. Knopf,http://images.amazon.com/images/P/0394404289.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394404289.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394404289.01.LZZZZZZZ.jpg
2203,2203,62509594,0062509594.jpg,http://ecx.images-amazon.com/images/I/51sW5PCKk3L.jpg,"The Essential Rumi, New Expanded Edition",Literature & Fiction,Essential Rumi,Coleman Barks,1997,HarperSanFrancisco,http://images.amazon.com/images/P/0062509594.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0062509594.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0062509594.01.LZZZZZZZ.jpg
2204,2204,394800893,0394800893.jpg,http://ecx.images-amazon.com/images/I/51E5DwbaecL.jpg,The Sneetches and Other Stories,Literature & Fiction,The Sneetches and Other Stories,Dr. Seuss,1961,Random House Children's Books,http://images.amazon.com/images/P/0394800893.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394800893.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394800893.01.LZZZZZZZ.jpg
2205,2205,044840124X,044840124X.jpg,http://ecx.images-amazon.com/images/I/61v25O%2BWRsL.jpg,The Wheels on the Bus (Pudgy Board Book),Literature & Fiction,The Wheels on the Bus (Pudgy Board Book),Jerry Smith,1991,Grosset &amp, Dunlap,http://images.amazon.com/images/P/044840124X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044840124X.01.MZZZZZZZ.jpg
2206,2206,394800877,0394800877.jpg,http://ecx.images-amazon.com/images/I/51kRVqJxa3L.jpg,Yertle the Turtle and Other Stories,Literature & Fiction,Yertle the Turtle,Dr Seuss,1958,Random House Children's Books,http://images.amazon.com/images/P/0394800877.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394800877.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394800877.01.LZZZZZZZ.jpg
2207,2207,140449191,0140449191.jpg,http://ecx.images-amazon.com/images/I/51OeGFWIXEL.jpg,The Epic of Gilgamesh (Penguin Classics),Literature & Fiction,The Epic of Gilgamesh: The Babylonian Epic Poem and Other Texts in Akkadian and Sumerian (Penguin Classics),Andrew George,2003,Penguin Books,http://images.amazon.com/images/P/0140449191.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140449191.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140449191.01.LZZZZZZZ.jpg
2208,2208,394800818,0394800818.jpg,http://ecx.images-amazon.com/images/I/51WAGSV9P2L.jpg,If I Ran the Zoo (Classic Seuss),Literature & Fiction,If I Ran the Zoo,DR SEUSS,1950,Random House Books for Young Readers,http://images.amazon.com/images/P/0394800818.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394800818.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394800818.01.LZZZZZZZ.jpg
2209,2209,876853629,0876853629.jpg,http://ecx.images-amazon.com/images/I/51%2BaSQlBnYL.jpg,Love is a Dog From Hell,Literature & Fiction,"Love Is a Dog from Hell: Poems, 1974-1977",Charles Bukowski,1977,Black Sparrow Books,http://images.amazon.com/images/P/0876853629.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0876853629.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0876853629.01.LZZZZZZZ.jpg
2210,2210,067989344X,067989344X.jpg,http://ecx.images-amazon.com/images/I/51ZijhZgkFL.jpg,My Many Colored Days,Literature & Fiction,My Many Colored Days,Seuss,1998,Alfred A. Knopf,http://images.amazon.com/images/P/067989344X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067989344X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067989344X.01.LZZZZZZZ.jpg
2211,2211,876856830,0876856830.jpg,http://ecx.images-amazon.com/images/I/51XhyvjO%2BcL.jpg,You Get So Alone at Times That It Just Makes Sense,Literature & Fiction,You Get So Alone at Times That It Just Makes Sense,Charles Bukowski,1986,Black Sparrow Books,http://images.amazon.com/images/P/0876856830.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0876856830.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0876856830.01.LZZZZZZZ.jpg
2212,2212,140195815,0140195815.jpg,http://ecx.images-amazon.com/images/I/51v9SOQI9OL.jpg,The Gift,Literature & Fiction,The Gift: Poems by Hafiz the Great Sufi Master,Hafiz,1999,Penguin Books,http://images.amazon.com/images/P/0140195815.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140195815.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140195815.01.LZZZZZZZ.jpg
2213,2213,385496982,0385496982.jpg,http://ecx.images-amazon.com/images/I/51Zl3gP%2BFrL.jpg,The Inferno,Literature & Fiction,The Inferno,DANTE,2002,Anchor,http://images.amazon.com/images/P/0385496982.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385496982.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385496982.01.LZZZZZZZ.jpg
2214,2214,486285537,0486285537.jpg,http://ecx.images-amazon.com/images/I/51BsYbgMBIL.jpg,100 Best-Loved Poems (Dover Thrift Editions),Literature & Fiction,100 Best-Loved Poems (Dover Thrift Editions),Philip Smith,1995,Dover Publications,http://images.amazon.com/images/P/0486285537.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0486285537.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0486285537.01.LZZZZZZZ.jpg
2215,2215,316650048,0316650048.jpg,http://ecx.images-amazon.com/images/I/51kICHGmPtL.jpg,American Primitive,Literature & Fiction,American Primitive,Mary Oliver,1983,Back Bay Books,http://images.amazon.com/images/P/0316650048.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316650048.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316650048.01.LZZZZZZZ.jpg
2216,2216,679433139,0679433139.jpg,http://ecx.images-amazon.com/images/I/51RMG1WC9DL.jpg,The Divine Comedy: Inferno,Dante Alighieri,15,Literature & Fiction,"The Divine Comedy: Inferno, Purgatorio, Paradiso (Everyman's Library, 183)",Dante Alighieri,1995,Everyman's Library,http://images.amazon.com/images/P/0679433139.01.THUMBZZZ.jpg
2217,2217,679729526,0679729526.jpg,http://ecx.images-amazon.com/images/I/41C27X9SBSL.jpg,The Aeneid (Vintage Classics),Literature & Fiction,The Aeneid (Vintage Classics),ROBERT FITZGERALD,1990,Vintage,http://images.amazon.com/images/P/0679729526.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679729526.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679729526.01.LZZZZZZZ.jpg
2218,2218,142196126,0142196126.jpg,http://ecx.images-amazon.com/images/I/416S0rUX4gL.jpg,Love Poems from God: Twelve Sacred Voices from the East and West (Compass),Literature & Fiction,Love Poems from God: Twelve Sacred Voices from the East and West,Daniel James Ladinsky,2002,Penguin Books,http://images.amazon.com/images/P/0142196126.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0142196126.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0142196126.01.LZZZZZZZ.jpg
2219,2219,553210416,0553210416.jpg,http://ecx.images-amazon.com/images/I/51zD1tGOjJL.jpg,The Aeneid of Virgil (Bantam Classics),Literature & Fiction,The Aeneid of Virgil (Bantam Classics),ALLEN MANDELBAUM,1981,Bantam,http://images.amazon.com/images/P/0553210416.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553210416.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553210416.01.LZZZZZZZ.jpg
2220,2220,374524521,0374524521.jpg,http://ecx.images-amazon.com/images/I/51-Msexv7XL.jpg,"The Inferno of Dante: A New Verse Translation, Bilingual Edition (Italian Edition)",Literature & Fiction,The Inferno of Dante : Bilingual Edition,Robert Pinsky,1996,Noonday Press,http://images.amazon.com/images/P/0374524521.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0374524521.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0374524521.01.LZZZZZZZ.jpg
2221,2221,140449116,0140449116.jpg,http://ecx.images-amazon.com/images/I/51nwIjZ6EdL.jpg,The Odyssey (Penguin Classics),Literature & Fiction,Odyssey (Penguin Classics),Homer,2003,Penguin Books,http://images.amazon.com/images/P/0140449116.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140449116.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140449116.01.LZZZZZZZ.jpg
2222,2222,767900022,0767900022.jpg,http://ecx.images-amazon.com/images/I/51mOCFxt2SL.jpg,The Illuminated Rumi,Literature & Fiction,The Illuminated Rumi,Jalal Al-Din Rumi,1997,Broadway Books,http://images.amazon.com/images/P/0767900022.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0767900022.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0767900022.01.LZZZZZZZ.jpg
2223,2223,62509586,0062509586.jpg,http://ecx.images-amazon.com/images/I/51ktvtsYG9L.jpg,The Essential Rumi,Literature & Fiction,Essential Rumi,Coleman Barks,1995,HarperSanFrancisco,http://images.amazon.com/images/P/0062509586.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0062509586.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0062509586.01.LZZZZZZZ.jpg
2224,2224,140444343,0140444343.jpg,http://ecx.images-amazon.com/images/I/51514b6aq-L.jpg,The Conference of the Birds (Penguin Classics),Literature & Fiction,The Conference of the Birds (Penguin Classics),Farid-Ud-Din Attar,1984,Penguin Books,http://images.amazon.com/images/P/0140444343.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140444343.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140444343.01.LZZZZZZZ.jpg
2225,2225,140444424,0140444424.jpg,http://ecx.images-amazon.com/images/I/51%2BSJAJM70L.jpg,"The Divine Comedy, Vol. II: Purgatory",Literature & Fiction,The Divine Comedy : Purgatory,Dante Alighieri,1985,Penguin Books,http://images.amazon.com/images/P/0140444424.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140444424.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140444424.01.LZZZZZZZ.jpg
2226,2226,872203522,0872203522.jpg,http://ecx.images-amazon.com/images/I/51wTZ5cV9HL.jpg,Iliad (Hackett Classics),Literature & Fiction,Iliad,Homer,1997,Hackett Publishing Company,http://images.amazon.com/images/P/0872203522.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0872203522.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0872203522.01.LZZZZZZZ.jpg
2227,2227,460876163,0460876163.jpg,http://ecx.images-amazon.com/images/I/51n2D7aFHxL.jpg,Edda (Everyman's Library),Literature & Fiction,Edda (Everyman Paperback Classics),Snorri Sturluson,1995,Everymans Library,http://images.amazon.com/images/P/0460876163.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0460876163.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0460876163.01.LZZZZZZZ.jpg
2228,2228,374523835,0374523835.jpg,http://ecx.images-amazon.com/images/I/51qARVDNATL.jpg,Gilgamesh: A New Rendering in English Verse,Literature & Fiction,Gilgamesh : A New Rendering in English Verse,David Ferry,1993,Noonday Press,http://images.amazon.com/images/P/0374523835.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0374523835.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0374523835.01.LZZZZZZZ.jpg
2229,2229,253200016,0253200016.jpg,http://ecx.images-amazon.com/images/I/51QQ3C0NSYL.jpg,Metamorphoses,Literature & Fiction,Metamorphoses,Ovid,1955,Indiana University Press,http://images.amazon.com/images/P/0253200016.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0253200016.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0253200016.01.LZZZZZZZ.jpg
2230,2230,048641583X,048641583X.jpg,http://ecx.images-amazon.com/images/I/61tVmIdCURL.jpg,Selected Poems of Rumi (Dover Thrift Editions),Literature & Fiction,Selected Poems of Rumi (Dover Thrift Editions),Jalal Al-Din Rumi,2001,Dover Publications,http://images.amazon.com/images/P/048641583X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/048641583X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/048641583X.01.LZZZZZZZ.jpg
2231,2231,014044131X,014044131X.jpg,http://ecx.images-amazon.com/images/I/51evc4kgYDL.jpg,Tao Te Ching,Literature & Fiction,Tao Te Ching (Penguin Classics),Lao Tzu,1985,Penguin Books,http://images.amazon.com/images/P/014044131X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/014044131X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/014044131X.01.LZZZZZZZ.jpg
2232,2232,140444432,0140444432.jpg,http://ecx.images-amazon.com/images/I/51Qv9pOP73L.jpg,"The Divine Comedy, Vol. 3: Paradise",Literature & Fiction,The Divine Comedy : Paradise,Dante Alighieri,1986,Penguin Books,http://images.amazon.com/images/P/0140444432.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140444432.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140444432.01.LZZZZZZZ.jpg
2233,2233,140440755,0140440755.jpg,http://ecx.images-amazon.com/images/I/51YDfKVcdZL.jpg,The Song of Roland,Literature & Fiction,Song of Roland (Penguin Classics),Dorothy L. Sayers,1957,Penguin Books,http://images.amazon.com/images/P/0140440755.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140440755.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140440755.01.LZZZZZZZ.jpg
2234,2234,014044100X,014044100X.jpg,http://ecx.images-amazon.com/images/I/51-cOsG2bTL.jpg,The Epic of Gilgamesh,Literature & Fiction,The Epic of Gilgamesh: An English Version With an Introduction (Penguin Classics),N.K. Sandars,1972,Penguin Books,http://images.amazon.com/images/P/014044100X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/014044100X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/014044100X.01.LZZZZZZZ.jpg
2235,2235,140446362,0140446362.jpg,http://ecx.images-amazon.com/images/I/51MfsG0tEyL.jpg,Poetics (Penguin Classics),Literature & Fiction,Poetics (Penguin Classics),Aristotle,1997,Penguin Books,http://images.amazon.com/images/P/0140446362.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140446362.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140446362.01.LZZZZZZZ.jpg
2236,2236,486406547,0486406547.jpg,http://ecx.images-amazon.com/images/I/51CehcPXaCL.jpg,The Odyssey (Dover Thrift Editions),Literature & Fiction,The Odyssey (Dover Thrift Editions),Homer,1999,Dover Publications,http://images.amazon.com/images/P/0486406547.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0486406547.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0486406547.01.LZZZZZZZ.jpg
2237,2237,140440062,0140440062.jpg,http://ecx.images-amazon.com/images/I/51v9Gi8jSaL.jpg,"The Divine Comedy, Part 1: Hell (Penguin Classics)",Literature & Fiction,The Divine Comedy-Hell,Dante Alighieri,1988,Penguin Books,http://images.amazon.com/images/P/0140440062.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140440062.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140440062.01.LZZZZZZZ.jpg
2238,2238,609602438,0609602438.jpg,http://ecx.images-amazon.com/images/I/51gwCrDlFrL.jpg,The Love Poems of Rumi,Literature & Fiction,The Love Poems of Rumi,Deepak Chopra,1998,Harmony Books,http://images.amazon.com/images/P/0609602438.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0609602438.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0609602438.01.LZZZZZZZ.jpg
2239,2239,60604522,0060604522.jpg,http://ecx.images-amazon.com/images/I/41bLcpX7MnL.jpg,The Soul of Rumi: A New Collection of Ecstatic Poems,Literature & Fiction,The Soul of Rumi : A New Collection of Ecstatic Poems,Coleman Barks,2002,HarperSanFrancisco,http://images.amazon.com/images/P/0060604522.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060604522.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060604522.01.LZZZZZZZ.jpg
2240,2240,1400047994,1400047994.jpg,http://ecx.images-amazon.com/images/I/41b1fNIvXDL.jpg,Risking Everything: 110 Poems of Love and Revelation,Literature & Fiction,Risking Everything: 110 Poems of Love and Revelation,Roger Housden,2003,Harmony,http://images.amazon.com/images/P/1400047994.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1400047994.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1400047994.01.LZZZZZZZ.jpg
2241,2241,156005743,0156005743.jpg,http://ecx.images-amazon.com/images/I/51qMgZits-L.jpg,A Book of Luminous Things: An International Anthology of Poetry,Literature & Fiction,A Book of Luminous Things: An International Anthology of Poetry,Czeslaw Milosz,1998,Harvest Books,http://images.amazon.com/images/P/0156005743.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0156005743.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0156005743.01.LZZZZZZZ.jpg
2242,2242,486401588,0486401588.jpg,http://ecx.images-amazon.com/images/I/51MgpyyCHQL.jpg,101 Great American Poems (Dover Thrift Editions),Literature & Fiction,101 Great American Poems (Dover Thrift Editions),The American Poetry &amp, Literacy Project,1998,Dover Publications,http://images.amazon.com/images/P/0486401588.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0486401588.01.MZZZZZZZ.jpg
2243,2243,142003441,0142003441.jpg,http://ecx.images-amazon.com/images/I/51N1YM6%2BwQL.jpg,Good Poems,Literature & Fiction,Good Poems,Garrison Keillor,2003,Penguin Books,http://images.amazon.com/images/P/0142003441.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0142003441.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0142003441.01.LZZZZZZZ.jpg
2244,2244,805210156,0805210156.jpg,http://ecx.images-amazon.com/images/I/51YObIMuNHL.jpg,"I Never Saw Another Butterfly: Children's Drawings and Poems from the Terezin Concentration Camp, 1942-1944",Literature & Fiction,I Never Saw Another Butterfly: Children's Drawings and Poems from Terezin Concentration Camp 1942-1944,Hana Volavkova,1994,Schocken Books,http://images.amazon.com/images/P/0805210156.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0805210156.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0805210156.01.LZZZZZZZ.jpg
2245,2245,812968875,0812968875.jpg,http://ecx.images-amazon.com/images/I/51qp-0dSdlL.jpg,Poetry 180: A Turning Back to Poetry,Literature & Fiction,Poetry 180 : A Turning Back to Poetry,BILLY COLLINS,2003,Random House Trade Paperbacks,http://images.amazon.com/images/P/0812968875.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812968875.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812968875.01.LZZZZZZZ.jpg
2246,2246,60924209,0060924209.jpg,http://ecx.images-amazon.com/images/I/51A09pyZCBL.jpg,The Rag and Bone Shop of the Heart: A Poetry Anthology,Literature & Fiction,"The Rag and Bone Shop of the Heart : Poetry Anthology, A",Bly Robert,1993,Perennial,http://images.amazon.com/images/P/0060924209.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060924209.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060924209.01.LZZZZZZZ.jpg
2247,2247,802130720,0802130720.jpg,http://ecx.images-amazon.com/images/I/514HGya29yL.jpg,100 Selected Poems,Literature & Fiction,100 Selected Poems by E. E. Cummings,E. E. Cummings,1959,Grove Press,http://images.amazon.com/images/P/0802130720.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0802130720.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0802130720.01.LZZZZZZZ.jpg
2248,2248,039480094X,039480094X.jpg,http://ecx.images-amazon.com/images/I/51Jd4is-JqL.jpg,I Can Lick 30 Tigers Today! and Other Stories (Classic Seuss),Literature & Fiction,I Can Lick 30 Tigers Today! and Other Stories,DR SEUSS,1969,Random House Books for Young Readers,http://images.amazon.com/images/P/039480094X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/039480094X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/039480094X.01.LZZZZZZZ.jpg
2249,2249,880013516,0880013516.jpg,http://ecx.images-amazon.com/images/I/41NHTRDCC0L.jpg,"The Essential Haiku: Versions of Basho, Buson, & Issa (Essential Poets)",Literature & Fiction,Essential Haiku Volume 20 (Essential Poets),Hass,1995,Ecco,http://images.amazon.com/images/P/0880013516.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0880013516.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0880013516.01.LZZZZZZZ.jpg
2250,2250,609609017,0609609017.jpg,http://ecx.images-amazon.com/images/I/413SH5W57BL.jpg,Ten Poems to Change Your Life,Literature & Fiction,Ten Poems to Change Your Life,Roger Housden,2001,Harmony,http://images.amazon.com/images/P/0609609017.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0609609017.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0609609017.01.LZZZZZZZ.jpg
2251,2251,486272753,0486272753.jpg,http://ecx.images-amazon.com/images/I/51-qc72pWmL.jpg,Spoon River Anthology (Dover Thrift Editions),Literature & Fiction,Spoon River Anthology (Dover Thrift Editions),Edgar Lee Masters,1992,Dover Publications,http://images.amazon.com/images/P/0486272753.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0486272753.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0486272753.01.LZZZZZZZ.jpg
2252,2252,1400030935,1400030935.jpg,http://ecx.images-amazon.com/images/I/41VPFCZJ8YL.jpg,The Vintage Book of Contemporary American Poetry,Literature & Fiction,The Vintage Book of Contemporary American Poetry,J. D. McClatchy,2003,Vintage Books USA,http://images.amazon.com/images/P/1400030935.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1400030935.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1400030935.01.LZZZZZZZ.jpg
